aX,aY,aZ,gX,gY,gZ
8.63,-5.59,6.27,-17.01,16.17,64.53
8.47,-5.68,6.51,-19.45,4.28,70.26
8.49,-5.7,6.34,-21.16,0.2,76.48
8.43,-5.63,6.43,-22.14,11.54,83.67
8.16,-5.51,6.6,-25.43,21.29,91.17
7.42,-5.5,6.46,-29.7,15.44,95.68
7.47,-5.56,6.19,-32.44,6.96,100.07
7.65,-5.67,6,-33.96,8.49,110.14
7.65,-5.47,5.66,-34.7,23.49,119.59
6.4,-5.38,5.56,-35.67,21.17,126.35
5.8,-5.43,5.28,-35.55,10.75,126.6
5.95,-5.64,5.13,-32.26,16.96,130.81
5.69,-5.24,5.29,-32.32,29.65,139.28
4.98,-4.89,5.15,-34.45,32.39,142.21
4.37,-5.29,5.17,-36.4,22.09,149.28
3.35,-5.3,5.07,-37.87,19.04,156.17
2.36,-5.3,5.09,-37.68,18.73,156.23
2.03,-5.1,4.71,-38.35,25.93,153
2.29,-5.17,4.19,-37.01,35.26,148.73
2.02,-5.46,4.33,-35.43,40.99,156.9
0.21,-5.43,4.57,-38.23,30.68,165.99
-0.76,-5.35,4.52,-42.81,12.64,164.1
-0.66,-5.31,3.49,-43.72,3.49,158
0.33,-5.16,3.01,-37.5,17.57,152.33
0.72,-5.19,3.26,-35.92,41.17,157.33
-1.15,-5.25,3.31,-38.35,35.32,171.17
-2.88,-5.06,3.1,-36.59,10.26,169.83
-2.6,-4.83,2.71,-33.29,3.73,159.1
-1.62,-4.68,2.18,-30.92,15.44,157.33
-1.74,-4.76,2.01,-27.5,30.5,164.1
-3.22,-4.64,2.09,-22.74,41.9,166.96
-4.45,-3.92,2.71,-18.23,24.16,163.06
-5.01,-3.85,2.57,-22.26,-27.43,157.64
-3.89,-4.09,1.91,-14.94,-53.46,155.93
-2.99,-3.89,1.97,-3.05,-12.12,168.43
-4.17,-3.45,2.24,5.36,45.38,174.77
-6.77,-2.77,2.57,3.47,61.29,176.11
-8.48,-2.71,2.19,-4.15,4.59,165.32
-8.07,-2.9,1.79,-9.15,-63.89,154.89
-6.33,-3.06,1.03,-4.64,-58.1,153.37
-6.36,-2.96,1.14,8.84,10.93,152.03
-8.54,-2.43,2.2,13.9,34.28,149.83
-9.71,-1.95,2.56,15.85,-8.28,141.05
-9.26,-1.93,2.72,12.86,-53.83,132.57
-8.03,-1.8,2.43,16.34,-35.35,131.23
-8.11,-1.45,3.14,22.5,27.39,131.66
-10.35,-0.98,3.8,24.45,69.1,122.21
-12.13,-0.47,4.36,24.45,70.5,105.14
-12.88,-0.51,4.65,11.65,34.89,95.93
-13.22,-0.86,3.98,5.36,9.1,87.21
-13.32,-1.19,3.74,11.58,13.73,70.75
-13.34,-0.88,4.02,18.66,23.18,54.53
-13.32,-0.71,4.39,14.63,26.6,42.15
-13.16,-0.87,4.67,8.17,16.84,30.38
-12.24,-1.23,4.41,4.08,12.45,21.17
-11.23,-1.41,3.94,1.77,16.96,17.27
-10.92,-1.36,3.46,1.4,25.93,12.45
-10.73,-1.44,3.02,3.9,34.65,4.53
-4.69,-16.22,0.85,58.55,41.68,25.13
-8.27,-4.02,2.82,40.38,36.99,17.99
-8.38,-4.14,2.7,31.85,34.49,10.37
-8.35,-4.07,2.84,18.8,27.17,4.09
-8.21,-3.94,2.76,3.68,17.66,0.43
-7.86,-4.09,2.51,-3.28,16.44,1.59
-8.02,-3.95,2.72,-8.64,12.23,4.27
-8.28,-4.01,2.56,-11.75,12.11,2.93
-8.14,-3.68,2.63,-15.71,12.29,2.45
-8.28,-3.61,2.57,-17.12,13.51,10.55
-4.92,-19.6,-2.34,-56.38,-0.27,-1.15
-9.42,-4.11,3.39,-16.32,15.28,10.92
-9.14,-4.34,2.64,-8.4,27.05,0.8
-9.21,-4.29,2.65,3.43,32.96,-4.14
-9.41,-3.92,2.64,7.94,37.6,-9.99
-9.7,-3.61,2.97,5.2,42.9,-10.73
-10.14,-3.7,3.09,-1.14,41.5,-13.84
-10.67,-3.94,2.68,-2.85,38.69,-24.44
-10.59,-3.95,2.54,-3.82,40.04,-34.44
-10.59,-3.94,2.75,-4.31,44.85,-43.29
-10.77,-3.99,2.4,-4.13,47.96,-52.43
-10.74,-4.02,2.31,-3.03,46.5,-58.23
-10.74,-4.16,2.07,-2.54,40.16,-69.93
-10.59,-4.21,1.83,-4.19,35.59,-82.07
-10.11,-4.07,1.79,-2.12,34.98,-91.88
-10.06,-4.4,1.65,0.14,31.87,-102.13
-10.2,-4.45,1.39,1.05,26.87,-116.52
-9.72,-4.37,1.18,3.31,21.56,-126.88
-9.08,-4.71,1.32,2.94,17.35,-137.25
-7.92,-5.01,1.46,7.33,19.98,-140.42
-7.37,-5.07,1.46,15.93,26.68,-143.16
-7.27,-5.41,1.71,21.72,31.01,-149.32
-7.35,-5.33,1.73,18.68,30.65,-161.33
-6.71,-5.28,1.85,19.47,16.8,-170.85
-6.08,-5.43,1.98,8.86,-5.94,-174.02
-4.98,-6.03,1.76,8.43,-15.15,-175.85
-3.98,-6.14,1.84,12.46,-4.48,-175.91
-3.19,-6.21,1.89,13.68,11.38,-173.53
-2.11,-6.51,1.85,22.03,23.88,-160.24
-2.16,-6.51,1.66,19.35,36.38,-151.52
-1.61,-7.31,1.9,22.7,37.96,-151.09
-1.53,-7.06,1.95,15.87,20.65,-153.22
-0.67,-6.79,1.61,10.5,22.6,-149.2
0.11,-7.13,1.58,16.24,36.93,-144.2
0.01,-7.45,1.37,22.21,43.76,-139.99
0.09,-7.56,1.37,23.13,27.6,-135.79
0.59,-7.26,1.39,22.94,6.2,-125.42
1.67,-7.48,1.27,20.81,1.01,-111.88
1.96,-7.42,1.31,21.85,16.32,-101.33
1.89,-7.45,1.85,26.05,30.71,-94.32
1.73,-7.59,1.95,28.98,24.61,-92.07
1.92,-7.85,1.73,28.13,7.41,-91.76
2.17,-7.7,1.79,25.2,-10.21,-92.55
2.42,-7.67,2.1,24.89,-8.38,-97.19
2.4,-7.49,2.44,25.57,0.16,-106.09
3.01,-7.5,2.4,25.26,5.71,-104.99
3.4,-7.8,2.63,20.81,-0.02,-103.9
3.03,-7.69,2.56,16.18,-19.23,-101.82
3,-7.35,2.11,4.83,-39.96,-109.44
4.36,-7.39,1.41,5.38,-27.46,-111.52
4.5,-7.54,1.7,11.11,-4.17,-110.24
4.1,-6.93,2.49,12.58,-13.26,-113.9
4.41,-7.2,1.9,4.35,-38.19,-127.31
5.41,-6.98,1.33,9.65,-41,-130.6
6.38,-6.78,1.38,15.02,-31.98,-130.05
7.64,-6.65,1.09,12.46,-16.49,-120.3
7.73,-6.69,0.81,17.46,-14.05,-107.07
7.66,-6.53,0.82,20.57,-21,-101.7
8.55,-6.51,0.44,26.66,-13.19,-98.04
9.28,-6.34,0.95,27.94,3.39,-90.42
9.9,-6.21,1.27,26.36,15.28,-79.08
9.93,-6.42,1.45,24.29,13.82,-65.91
10.23,-6.75,1.24,26.48,12.72,-59.81
10.5,-6.66,1.52,37.27,15.16,-54.02
10.93,-6.5,2.01,32.39,22.72,-48.41
11.39,-6.65,2.03,35.08,34.06,-33.04
11.4,-6.66,2.42,30.57,40.28,-18.47
11.18,-6.9,2.32,24.77,37.78,-6.88
10.89,-6.7,2.52,25.5,36.5,1.71
10.78,-7.19,2.29,23,30.4,5.43
11.3,-7.13,2.34,22.33,29.12,10.8
11.33,-7.22,2.33,21.11,36.19,25.49
10.73,-7.11,2.31,19.22,40.28,34.76
10.4,-7.13,2.28,21.42,43.82,42.32
10.16,-7.06,2.24,21.91,39.79,47.44
10.05,-6.96,2.55,18.68,33.94,56.16
10.24,-7.11,2.3,19.22,40.28,63.36
10.23,-6.98,2.45,23.86,50.83,73.66
10,-7,2.44,29.83,54.85,82.38
9.8,-7.11,2.27,38.07,61.32,91.77
9.4,-6.86,2.37,44.77,65.16,99.76
8.89,-6.5,3.48,46.05,59.06,108.05
8.73,-6.53,3.85,35.69,52.29,114.03
8.84,-6.52,3.85,27.33,56.19,125
8.28,-6.65,3.59,28.49,61.07,137.5
7.48,-6.87,3.65,28.31,63.94,144.7
6.71,-6.87,3.91,33,69.06,151.41
5.97,-6.8,3.73,35.2,72.47,151.47
5.77,-6.72,2.98,45.69,81.74,150.49
5.24,-6.93,3.68,65.08,79.12,149.03
4.39,-6.5,4.58,57.64,55.34,152.69
3.91,-6.06,5.05,37.09,41.13,159.88
3.46,-6.2,3.93,25.08,50.04,160.13
2.83,-6.54,4.01,37.88,62.66,149.64
2.6,-6.57,3.73,47.09,59,138.36
2.49,-6.64,4.35,45.81,44.37,142.26
1.96,-6.66,4.04,32.94,33.69,156.71
1.02,-6.76,3.8,34.04,31.5,163.48
0.37,-6.28,4.02,32.09,34.98,157.75
0.14,-6.43,4.29,23.74,36.68,149.7
-0.14,-6.32,3.8,15.87,33.51,149.09
-0.22,-6.7,3.39,18.49,27.72,146.47
-0.01,-6.62,3.42,18.92,26.93,147.93
-0.17,-6.43,3.36,15.87,35.04,156.83
-1.01,-6.29,3.01,17.88,43.39,165.68
-2.04,-5.96,3.14,22.46,33.45,168.6
-2.33,-5.84,2.31,18.37,18.02,165.92
-2.16,-6.08,2.35,26.91,24.18,169.52
-2.45,-5.23,2.08,21.18,56.68,165.25
-3.74,-4.92,2.79,25.26,71.13,168.97
-3.98,-4.43,2.78,23.8,82.9,166.16
-4.81,-3.95,3.16,17.15,75.28,173.11
-4.84,-3.48,2.97,9.71,72.6,184.88
-5.33,-3.29,2.63,5.99,78.63,190.86
-5.49,-3.08,2.29,1.18,84.06,186.16
-5.74,-2.77,2.08,3.55,84.12,180.55
-6.07,-2.48,2.13,11.97,80.95,178.78
-6.17,-2.24,2.03,14.41,68.88,169.58
-6.05,-2.03,2.08,12.94,63.15,166.47
-6.46,-1.73,2.36,15.02,68.39,173.42
-7.61,-1.54,2.44,11.48,70.65,171.96
-8.69,-1.5,2.61,15.26,77.96,152.08
-10.05,-1,2.25,17.58,81.26,125.37
-10.44,-1.24,2.49,24.29,70.28,105.01
-10.27,-1.04,2.29,27.58,51.93,90.25
-10.3,-0.69,2.73,26.3,42.9,95.31
-10.68,-0.56,2.56,22.82,50.16,94.58
-12.84,-0.4,3.34,23.61,53.88,75.62
-13.51,-0.1,4.12,26.05,36.26,53.42
-13.5,0,4.08,24.59,11.68,37.02
-9.89,-3.7,1.73,29.35,40.04,8.54
-8.92,-3.71,2.56,24.35,37.29,4.7
-9.07,-3.48,2.33,11.54,27.72,2.38
-8.91,-3.18,2.69,-7,24.3,-0.66
-8.72,-3.59,1.75,-13.15,27.48,-0.24
-9.09,-3.72,2.11,-13.46,24.61,-2.92
-9.4,-3.54,2.35,-21.99,20.65,-9.51
-9.56,-2.58,2.46,-34.19,20.1,-15.66
-9.32,-3.32,2.45,-39.19,15.4,-11.58
-12.46,13.64,3.85,-85.59,0.89,-10.79
-10.11,-3.92,2.32,-26.08,22.29,-8.35
-10.3,-3.85,2.29,-18.09,25.34,-18.23
-10.75,-3.51,2.1,-14.98,24.61,-32.13
-10.98,-3.39,2.04,-12.42,24.67,-40.91
-11.39,-3.38,1.73,-8.95,31.99,-53.41
-11.68,-3.04,1.69,-6.14,37.11,-67.92
-11.89,-3.12,1.35,-4.13,36.07,-78.22
-12,-3.16,1.16,-1.14,28.88,-87.86
-11.99,-3.17,1.28,-1.75,23.82,-104.81
-11.5,-3.2,1.11,-2.12,22.29,-117.55
-11.03,-3.53,1,-0.47,23.27,-130.72
-10.44,-3.71,1.03,0.93,28.76,-146.76
-10.34,-3.49,1.12,2.33,29.24,-163.35
-9.82,-3.74,1.23,7.15,24.49,-177.25
-9.17,-3.9,1.37,6.3,12.96,-188.47
-8.45,-4.03,0.94,2.76,8.82,-196.27
-7.45,-3.98,1.02,8.07,4.49,-200.78
-6.36,-4.18,0.79,5.57,-1.67,-209.38
-5.23,-4.58,1.17,8.86,-1.43,-214.32
-4.1,-4.86,1.37,4.96,-5.02,-215.48
-3.62,-5.1,1.63,3.92,-10.21,-216.33
-3.32,-5.08,1.52,7.94,-12.89,-218.89
-2.05,-5.27,1.2,12.39,-7.22,-223.71
-0.02,-6.15,1.52,8.13,-7.83,-209.44
0.76,-6.32,1.42,8.37,1.8,-191.76
0.69,-6.06,1.35,12.88,11.5,-176.09
0.4,-5.86,1.73,13.43,17.23,-175.78
0.53,-6.17,1.49,17.52,16.62,-185.36
0.97,-6.6,1.2,16.48,12.6,-194.63
2.98,-6.63,1.49,22.33,28.76,-192.67
3.6,-6.36,2.34,17.46,36.68,-170.54
3,-6.37,2.47,21.6,25.71,-154.87
3.01,-6.48,2.03,21.24,15.4,-153.53
3.58,-6.23,1.62,23.49,29,-160.91
4.27,-6.31,1.65,27.15,46.93,-162.43
4.88,-6.38,1.49,29.96,45.77,-161.15
4.92,-6.26,1.58,32.03,27.41,-150.85
4.62,-6.4,1.22,41.18,-5.7,-149.93
5.51,-5.99,0.94,47.33,-21.06,-157.68
7.1,-5.45,1.5,46.05,22.96,-162.49
8.31,-5.42,2.33,35.99,60.52,-155.24
8.18,-5.9,1.99,32.21,56.68,-138.29
7.76,-5.76,1.23,37.7,27.6,-124.5
7.86,-5.51,0.96,49.1,8.09,-122.19
8.85,-5.07,1.38,57.64,18.09,-127.43
9.53,-4.48,2.64,56.48,44.55,-130.97
10.38,-4.61,2.91,53.31,43.02,-116.88
10.94,-4.93,3,53.13,23.45,-97.01
11.13,-4.6,2.91,51.05,3.7,-85.24
11.71,-4.24,3.45,48.49,12.23,-80.66
12.4,-4.07,3.56,45.32,29.67,-78.59
13.45,-4.26,4.08,43.25,41.62,-64.02
13.86,-4.25,4.19,37.7,39,-42.62
14.07,-4.18,4.21,29.29,38.27,-18.59
14.03,-4.34,4.02,22.21,38.57,-2.92
13.78,-4.66,3.91,19.04,37.54,7.99
13.75,-4.81,3.8,18.61,34.3,21.04
13.26,-4.76,3.5,18.55,35.65,31.96
12.81,-4.69,3.6,15.44,31.07,41.1
12.86,-5.01,3.53,17.15,37.35,54.27
12.52,-4.66,3.85,14.65,48.82,68.91
11.94,-4.61,3.95,9.96,47.23,82.87
11.49,-4.54,3.87,6.91,37.17,91.41
11.36,-4.62,3.89,7.7,27.48,99.58
11.56,-4.61,3.88,7.21,26.99,107.75
11.76,-4.49,3.87,5.81,42.17,120
11.45,-4.63,4.05,4.53,50.71,137.02
11.16,-4.36,3.81,2.33,57.05,150.86
10.71,-4.36,3.55,8.37,58.21,164.76
10.15,-4.52,3.5,14.1,59.18,176.77
9.02,-4.79,3.9,16.97,57.05,189.82
7.76,-4.53,4.37,12.33,59.06,200.74
6.94,-4.07,4.54,0.38,61.01,207.38
6.14,-4.18,4.06,-6.93,55.16,207.5
6.13,-4.71,3.73,-9.13,45.22,213.78
5.56,-4.96,3.75,-8.7,47.35,228.24
4.27,-4.63,3.87,-7.36,50.16,237.56
3.29,-4.63,3.84,-11.45,48.51,241.59
2.02,-4.64,3.74,-16.57,42.9,243.6
0.93,-4.79,3.79,-18.82,38.08,238.17
0.41,-4.69,3.52,-19.86,41.01,233.17
0.15,-4.82,3.13,-16.69,46.74,225.13
-0.3,-4.85,2.85,-15.35,44.85,231.22
-1.1,-5.02,2.4,-16.99,39.85,237.63
-1.98,-4.8,2.15,-12.67,43.69,234.52
-2.92,-4.51,2.35,-12.42,34.49,219.88
-3.15,-4.36,2.18,-16.32,23.27,206.28
-3.23,-4.5,1.97,-17.24,26.99,203.66
-3.68,-4.14,2,-11.2,43.39,202.5
-4.06,-4.05,1.86,-8.21,54.79,195.25
-4.41,-3.74,1.63,-5.1,52.48,180.86
-4.79,-3.39,1.35,-0.84,48.69,182.02
-5.56,-3.05,1.13,-1.14,54,182.99
-6.33,-2.67,0.89,-2.79,59.37,180.55
-7.37,-2.4,1.23,-3.64,45.16,166.22
-7.26,-2.36,0.51,-7.54,26.99,150.74
-6.87,-2.85,-0.34,0.93,22.96,145.07
-7.6,-2.7,-0.75,21.18,37.48,149.09
-8.86,-2.25,0.46,42.33,40.52,145.92
-9.59,-1.43,1.9,39.83,27.84,138.72
-10.1,-1.54,2.2,29.65,20.83,127.57
-10.24,-1.56,1.89,27.88,47.72,122.38
-11.22,-1.72,1.65,38.07,74,116.53
-12.49,-1.29,2.47,42.39,58.51,108.18
-13.21,-1.29,2.67,40.93,23.39,93.6
-13.16,-0.87,2.95,37.58,2.35,85.49
-13.06,-1.16,3.17,35.5,9.61,68.91
-12.74,-1.25,3.45,34.1,26.13,55.49
-12.58,-1.36,3.63,27.82,28.94,45.31
-12.33,-1.68,3.46,22.21,21.56,37.02
-11.76,-1.78,3.14,20.44,15.34,32.93
-11.74,-1.87,3.16,19.83,9.85,27.69
-11.53,-1.76,3.16,18.31,2.9,17.2
-10.81,-1.96,3.15,17.88,2.78,9.82
-10.24,-1.94,3.11,16.54,11.8,5.13
-9.71,-2.19,3.01,16.24,24.18,3.97
-9.54,-2.2,2.98,14.1,31.44,5.01
-9.65,-2.16,2.82,12.82,27.17,4.4
-9.67,-2.16,2.66,9.22,19.43,2.75
-9.46,-2.38,2.24,10.93,13.51,-1.88
-9.05,-2.25,2.49,12.58,14.55,-4.51
-8.64,-2.12,2.7,10.2,20.65,-4.45
-8.56,-2.21,2.62,10.5,27.35,-1.52
-8.76,-2.26,2.57,14.22,26.68,-3.1
-8.69,-2.4,2.63,10.75,19.24,-3.35
-8.46,-2.37,2.44,10.57,15.83,-3.71
-8.07,-2.5,2.51,10.44,21.26,-3.35
-8.09,-2.51,2.63,9.65,26.5,-0.91
-8.43,-2.43,2.71,10.99,26.93,-0.6
-8.57,-2.33,2.59,7.88,25.28,-0.05
-7.56,-7.08,2.44,71.17,45.95,17.87
-8.69,-2.75,2.09,35.2,34.79,6.59
-9.21,-2.62,2.27,31.11,36.74,-1.52
-9.21,-2.8,2.31,24.22,29.98,-7.43
-8.94,-2.64,2.8,8.31,19.55,-9.93
-8.93,-2.73,2.54,-3.76,16.26,-6.27
-9.07,-2.95,2.51,-11.26,19.49,-5.12
-9.38,-2.83,2.41,-15.53,19.3,-4.45
-9.67,-3.21,2.49,-19.13,19.43,-10.42
-9.73,-3.13,2.65,-20.65,20.1,-14.14
-9.79,-3.02,2.59,-18.15,22.35,-9.99
-8.97,-6.47,1.75,54.1,37.66,-22.98
-10.52,-4.16,2.55,-9.25,28.88,-15.12
-10.58,-3.38,2.43,-7.73,31.87,-20.73
-11.06,-3.39,2.53,-7.48,33.51,-26.27
-11.38,-3.48,2.37,-7.48,39.73,-34.26
-11.52,-3.32,2.34,-7.3,41.68,-42.19
-11.72,-3.16,2.19,-6.87,41.13,-49.75
-11.81,-3.2,1.97,-8.4,39.12,-59.32
-12.13,-3.21,1.69,-6.02,37.66,-68.71
-12.17,-3.13,1.34,-4.98,32.9,-81.82
-12.05,-3.07,1.1,-5.78,23.33,-98.22
-11.43,-2.99,0.83,-4.92,14.67,-112.19
-10.7,-3.13,0.84,0.93,17.96,-120.05
-10.2,-3.27,0.68,1.18,30.22,-134.63
-9.84,-3.05,0.64,4.29,36.8,-144.2
-9.71,-3.25,0.82,7.15,20.04,-154.57
-9.33,-3.58,0.56,4.65,-6.37,-166.09
-8.11,-3.79,0.49,8.74,-14.17,-176.39
-7.29,-3.76,0.56,15.02,-9.41,-185.85
-6.64,-3.61,1.19,18.37,-2.59,-191.46
-6.15,-3.59,1.58,14.96,0.04,-194.99
-5.54,-4.02,1.24,13.37,-2.46,-201.15
-4.77,-4.24,1.14,10.75,-8.8,-205.24
-4.07,-4.28,1.16,18.13,-10.33,-204.99
-3.59,-4.46,0.86,21.3,-16.37,-201.82
-3.1,-4.66,0.92,24.22,-13.19,-208.83
-2.64,-4.41,1.01,24.83,-16.61,-209.81
-2.29,-4.45,0.72,27.7,-25.57,-208.35
-1.52,-4.68,0.74,28.74,-31.67,-205.6
-1.11,-4.85,0.86,31.18,-33.26,-201.15
-0.48,-4.91,1.08,39.83,-32.83,-200.97
0.1,-4.77,1.3,48.98,-28.68,-202.67
1.02,-4.8,2.03,55.38,-20.82,-201.94
2.15,-4.57,2.96,53.13,-15.21,-196.39
3.03,-4.57,3.28,48.61,-20.94,-193.59
4.24,-4.18,3.46,44.16,-12.52,-191.46
4.91,-4.23,3.68,34.35,3.15,-189.32
5.03,-4.39,3.79,22.58,1.5,-191.7
5.39,-4.04,3.11,9.77,-10.88,-196.27
6.15,-4.1,2.37,4.16,-27.89,-196.27
7.4,-4.11,1.12,8.55,-30.76,-190.85
8.03,-4.05,0.84,19.35,-22.22,-179.02
7.89,-3.45,0.87,24.16,-37.28,-176.52
8.84,-3.36,0.6,26.18,-48.87,-182.07
10.86,-2.91,0.32,20.38,-24.29,-174.32
11.9,-3.42,0.26,25.99,3.94,-158.22
12.11,-2.91,0.57,33.8,16.74,-140.66
12.36,-3.16,0.69,39.28,24.18,-123.47
12.56,-3.15,1.01,50.08,26.19,-110.3
12.5,-3.29,1.24,55.63,9.85,-103.16
13.61,-3.29,1.84,59.77,14.79,-95.66
13.77,-2.93,2.9,52.39,30.95,-82.92
13.99,-3.12,3.51,43.74,32.05,-68.83
14.23,-3.61,3.63,34.41,34.85,-56.21
14.58,-3.75,3.86,22.88,40.34,-39.44
14.49,-4.14,3.78,13.8,45.4,-24.32
14.3,-4.42,3.46,13.86,39.73,-15.3
14.77,-4.63,3,18.25,32.66,-6.52
14.91,-4.51,2.96,18.31,33.09,5.98
15.05,-4.34,3.43,17.27,38.45,23.97
14.87,-4.18,3.68,12.94,48.27,43.3
14.36,-3.92,3.81,5.81,52.9,65.31
13.86,-3.8,3.66,1.6,55.65,79.4
13.73,-3.9,3.56,1.79,60.65,89.58
13.89,-3.49,3.69,1.36,72.47,99.27
14.18,-3.53,3.94,4.16,86.5,114.09
14.1,-3.41,3.75,6.6,95.58,131.65
13.54,-2.98,3.83,1.54,99.43,155.07
12.91,-2.83,3.59,-5.29,96.44,173.97
12.44,-2.97,2.98,-7.85,99.06,191.53
11.69,-2.93,2.98,-5.96,102.35,207.02
10.59,-3.06,3.38,-5.78,98.21,225.13
9.52,-3,3.46,-8.28,91.13,240.13
8.4,-2.89,3.56,-11.32,91.44,250.86
7.48,-2.89,3.54,-13.89,86.68,252.75
6.71,-2.83,3.52,-15.47,73.57,252.93
6,-3.22,3.31,-18.15,65.34,262.56
4.91,-3.59,3.34,-18.52,54.24,277.87
3.76,-3.69,2.88,-13.28,57.35,289.58
2.01,-3.35,2.66,-4.25,61.93,285.86
0.17,-2.81,2.81,-3.09,47.17,266.34
-0.29,-2.89,3.07,-8.34,34,253.66
-0.51,-3.2,2.87,-15.53,43.15,244.76
-1.06,-3.09,2.26,-21.39,54.67,237.69
-1.57,-3.21,1.69,-15.9,60.58,230.8
-2.09,-2.98,1.22,-8.03,71.07,233.78
-3.3,-2.49,1.93,-3.64,84.49,230.67
-4.98,-1.7,2.2,-7.24,95.71,215.19
-5.36,-1.96,2.02,-6.57,107.6,196.22
-5.48,-2.07,2.21,-7.73,104.97,189.09
-5.97,-2.4,2,-8.52,83.57,185.98
-6.41,-2.41,1.67,-2.91,54.18,183.97
-6.76,-2.15,1.33,6.18,26.93,178.6
-7.26,-1.58,1.84,10.99,19.49,167.26
-8.04,-1.84,1.69,18.37,29.61,162.32
-9,-1.87,1.32,21.3,43.27,148.91
-9.31,-1.97,1.32,21.66,39.06,133.3
-9.25,-2.28,1.14,22.94,14.37,126.1
-9.13,-2.49,1.12,28.61,5.04,132.2
-10.49,-2.06,1.61,40.38,22.54,130.68
-11.54,-1.51,2.11,38.25,58.57,105.86
-12.55,-1.38,2.72,28.61,46.62,87.32
-12.25,-1.76,2.63,28.37,17.96,73.12
-11.37,-2.32,2.55,34.59,8.57,76.35
-11.67,-1.97,3.11,38.74,31.56,72.26
-12.3,-1.85,3.47,34.29,44.12,58.79
-12.96,-1.74,3.66,21.54,32.17,44.7
-12.49,-1.99,3.43,22.15,-3.2,34.46
-11.52,-2.18,3.46,22.46,-9.11,29.09
-10.68,-2.41,3.89,22.52,10.22,26.16
-11.06,-2.2,4.27,20.02,28.33,26.59
-11.34,-2.51,3.69,18.49,34.98,20.74
-11.23,-2.52,3.57,19.71,30.59,14.7
-10.63,-2.76,3.27,16.18,22.17,7.63
-10.07,-2.78,2.95,17.52,19,4.09
-9.8,-2.54,3.04,17.94,21.13,-2.49
-9.33,-2.56,3.04,15.63,24.98,-5.42
-8.95,-2.76,2.89,15.69,24.67,-7.8
-8.45,-2.71,2.85,15.08,26.99,-5.79
-8.23,-2.68,2.94,13.49,28.45,-2.8
-8.26,-2.81,2.98,13.68,24.55,-2.43
-8.14,-2.91,2.77,14.77,19.91,-1.64
-8.09,-2.67,2.98,14.96,20.4,-1.09
-8.4,-2.54,3.33,16.36,24.49,-2.55
-8.44,-2.55,3.24,15.08,22.6,-6.4
-8.1,-2.67,3.31,11.11,17.54,-5.85
-7.96,-2.88,3.17,13.86,16.19,-2.8
-7.94,-2.8,3.25,12.88,20.4,0.07
-7.92,-2.72,3.29,11.48,26.68,2.02
-6.74,-11.18,2.06,32.7,41.44,6.23
-8.84,-2.68,2.66,20.32,30.28,5.19
-8.76,-2.17,2.71,13.13,25.1,4.27
-8.92,-2.48,2.7,5.02,25.65,1.47
-8.99,-2.36,2.95,-6.08,21.38,2.81
-9.14,-2.53,2.61,-7.97,21.5,1.16
-9.37,-2.64,2.58,-7.12,23.33,-0.79
-9.86,-2.77,2.87,-8.21,21.38,-4.81
-10.18,-2.83,2.95,-11.08,14.61,-13.47
-9.78,-2.53,2.59,-12,10.71,-21.58
-9.42,-2.83,2.46,-5.65,12.6,-19.75
-9.11,-2.24,2.23,-0.96,23.45,-15.66
-10.29,-2.94,2.66,-0.65,21.26,-21.15
-10.81,-3.13,2.88,-1.63,20.16,-26.88
-10.91,-3.01,2.78,-1.81,15.1,-32.19
-11.11,-2.95,2.76,2.33,11.68,-35.48
-11.5,-2.97,2.93,0.2,6.74,-46.46
-11.33,-2.71,3.16,-2.18,4.73,-55.18
-11.07,-2.86,2.78,-5.17,10.83,-62.07
-11.11,-3,2.77,-4.56,21.38,-68.83
-11.3,-2.98,2.67,-5.71,24.24,-78.83
-11.24,-3.03,2.55,-6.45,15.83,-90.91
-10.76,-3.04,2.16,-8.34,9.61,-102.37
-10.09,-3.32,1.8,-8.15,11.01,-114.32
-9.37,-3.35,1.87,-2.91,16.93,-120.6
-8.74,-3.51,1.76,-0.41,25.59,-125.3
-8.48,-3.36,1.73,1.42,29.18,-128.22
-8.06,-3.5,1.65,2.82,20.71,-131.15
-7.5,-4.02,1.41,5.44,10.04,-138.53
-6.72,-4.2,1.21,9.47,7.17,-140.24
-6.29,-4.31,1.38,10.99,13.15,-143.29
-5.86,-4.29,1.51,14.1,21.32,-143.59
-6.04,-4.3,1.68,15.2,22.84,-148.41
-5.61,-4.95,1.22,19.1,18.76,-153.59
-5.16,-5.07,1.41,17.76,8.21,-157.8
-4.59,-5.27,1.29,21.05,2.9,-157.86
-4.5,-5.21,1.61,24.47,5.22,-163.83
-4.11,-5.22,2.11,24.29,8.45,-166.94
-4.07,-5.43,2.19,23.49,2.96,-171.15
-3.67,-5.42,1.87,23.68,-10.88,-176.39
-2.56,-5.64,1.48,27.21,-12.04,-179.93
-2.01,-5.84,1.62,33.55,-7.95,-181.52
-1.76,-5.58,2.05,34.77,-13.01,-180.3
-1.54,-5.75,2.25,39.47,-23.8,-187.07
0.06,-5.67,2.55,47.94,-16.85,-186.27
0.65,-5.55,3.13,48.19,-11.55,-183.41
0.79,-5.26,3.38,43.13,-25.76,-184.14
1.16,-5.3,3.53,36.05,-46.79,-184.38
2.07,-5.22,2.97,34.96,-59.23,-191.76
3.27,-4.93,3.07,34.47,-37.22,-195.3
4.49,-4.89,3.16,27.33,-12.77,-194.26
